AOI ID,Location,Operations,Crop,LAAR Status 2026-2027,Season,Station,Province,Region,Latitude Trial,Longitude Trial,Latitude Access,Longitude Access,Planting Date (MM/DD/YYYY),Plant Density (plants/ha),Fertilization,Area ( Ha),Field Testing Specialist,Seed Product Agronomist,Visible,Description
ACCY04NMAL2S,Malena,SPD,Corn - Stewarded,R3; GCA,Late,AC,Córdoba,Oeste,-33.48941,-64.47144,,,,,Baja,,Milani,Open Rio IV,,
ANCY04NMETAS,Metan,SPD,Corn - Stewarded,R3; GCA,Late,AN,Salta,NOA,-25.4318,-64.82504,,,,,Ultra baja,,Miranda,Aris,,
AACY04NMBU2S,Monte Buey,SPD,Corn - Stewarded,R3; GCA,Late,AA,Córdoba,Nucleo,-33.00076,-62.45927,,,,,Alta,,Perassi,Paz,,
ANCY04NOTUMS,Otumpa,SPD,Corn - Stewarded,R3; GCA,Late,AN,Santiago Del Estero,NEA,-27.2062,-62.03069,,,,,Ultra baja,,New FTS Jr - Quimili,Oggero,,
ACCY04NPORTS,Porteña,SPD,Corn - Stewarded,R3; GCA,Late,AC,Córdoba,Centro,-31.0322,-61.9507,,,,,Estandar,,Arias,Traggiay,,
ANCY04NQUIMS,Quimili,SPD,Corn - Stewarded,R3; GCA,Late,AN,Santiago Del Estero,NEA,-27.78477,-62.19608,,,,,Estandar,,New FTS Jr - Quimili,Oggero,,
ANCY04NRAPES,Rapelli,SPD,Corn - Stewarded,R3; GCA,Late,AN,Santiago Del Estero,NOA,-26.43294,-64.51268,,,,,Estandar,,Guzman,Aris,,
AAJY07NFERRS,Ferre,Contractor,Mustard - Stewarded,R0,Early,XL,Buenos Aires,Nucleo,-34.116516,-61.205039,,,06/17/2026,,60 kg MAP + 150 kg UREA + 100 kg Sulfato Amonio,,Romero Cuny,Mazzini,,
AAJY07NLCEJS,Las Cejas,Contractor,Mustard - Stewarded,R0,Early,XL,Tucuman,NOA,-26.827933,-64.8244,,,06/11/2026,,60 kg MAP + 150 kg UREA + 100 kg Sulfato Amonio,,Guzman,Oggero,,
AAJY07NRNOGS,Rincon de Nogoya,Contractor,Mustard - Stewarded,R0,Early,XL,Entre Ríos,Litoral,-32.846661,-59.793735,,,06/19/2026,,60 kg MAP + 150 kg UREA + 100 kg Sulfato Amonio,,Vilchez,Bernardi,,
Completar,Altos de Chipion,SPD,Soybean, -  - R4 5E /  -  -  -  -  - R3 5H,Early,AC,Cordoba,II - 1,-31.02742,-62.3462,,,,,30 Kg Microstar CMB,,Arias,Traggiay,,
Completar,Ameghino,SPD,Soybean,R4 4E - R4 4L -  /  - R2 4H -  - R3 4E -  - ,Early,AA,Buenos Aires,II - 6,-34.850222,-62.392708,,,,,30 Kg Microstar CMB,,Antunes,Peralta Martinez,,
Completar,America,SPD,Soybean,R4 4E - R4 4L -  /  - R2 4H -  - R3 4E -  - ,Early,AA,Buenos Aires,II - 5,-35.4265,-62.99505,,,,,30 Kg Microstar CMB,,Antunes,Peralta Martinez,,
Completar,Arrecifes,SPD,Soybean,R4 4E - R4 4L - R4 5E,Early,AA,Buenos Aires,II - 6,-34.0672,-60.0435,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,Bandera,SPD,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Santiago Del Estero,I - 2,-28.855506,-62.24577,,,,,30 Kg Microstar CMB,,New FTS Jr - Quimili,Oggero,,New location
Completar,Bigand,SPD,Soybean,R4 4E - R4 4L - R4 5E,Early,AA,Santa Fe,II - 4,-33.34328,-61.1621,,,,,30 Kg Microstar CMB,,Vilchez,Mazzini,,
Completar,Bigand2,SPD,Soybean,R4 4E - R4 4L - R4 5E,Early,AA,Santa Fe,II - 4,-33.34328,-61.1621,,,,,30 Kg Microstar CMB,,Vilchez,Mazzini,,New location
Completar,Bragado,SPD,Soybean,R4 4E -  -  /  - R2 4H -  - R3 4E -  - ,Early,AA,Buenos Aires,II - 6,-35.115475,-60.489941,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,Burruyacu ,SPD,Soybean, -  -  / Lic M2 - Var M2 - R3 6H - R3 7H,Early,AN,Tucuman,I - 1,-26.469674,-64.636555,,,,,30 Kg Microstar CMB,,Guzman,Aris,,
Completar,Cañada de Luque/San jose de la Dormida,SPD,Soybean, -  - R4 5E /  -  - R2 5E -  -  - R3 5H,Early,AC,Cordoba,II - 1,-30.79223,-63.75443,,,,,30 Kg Microstar CMB,,Attme,Capristo,,
Completar,Carnerillo,SPD,Soybean,R4 4E - R4 4L - R4 5E /  -  -  -  -  - R3 5H,Early,AC,Cordoba,II - 3,-33.08736,-63.89508,,,,,30 Kg Microstar CMB,,Gomez,Open Rio IV,,
Completar,Chacabuco,SPD,Soybean,R4 4E - R4 4L -  / Var M0-1 - R2 4H - R2 5E - R3 4E - R3 4L - ,Early,AA,Buenos Aires,II - 6,-34.55181,-60.28407,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,En Ines Indart
AABY08NCHIVT-AABY04NCHIVT,Chivilcoy,SPD,Soybean,R4 4E -  -  /  - R2 4H -  - R3 4E -  - ,Early,AA,Buenos Aires,II - 6,-34.876216,-60.044917,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,Colonia Marina,SPD,Soybean, - R4 4L - R4 5E /  -  -  -  -  - R3 5H,Early,AC,Cordoba,II - 2,-31.27933,-62.37671,,,,,30 Kg Microstar CMB,,Arias,Traggiay,,
Completar,Cordoba 1,SPD,Soybean, - R4 4L - R4 5E /  -  - R2 5E -  - R3 4L - R3 5H,Early,AC,Cordoba,II - 1,-31.46842,-64.0079,,,,,30 Kg Microstar CMB,,Gomez,Capristo,,
Completar,Cordoba 2,SPD,Soybean, - R4 4L - R4 5E /  -  -  -  -  - R3 5H,Early,AC,Cordoba,II - 1,-31.46917,-64.00811,,,,,30 Kg Microstar CMB,,Gomez,Capristo,,
Completar,Cordoba Station 1,SPD,Soybean, -  -  /  -  -  -  -  - ,Early,AC,Cordoba,II - 1,-31.491074,-64.020521,,,,,30 Kg Microstar CMB,,Cano,Capristo,,Cordoba (AC)
Completar,Cordoba Station 2,SPD,Soybean, -  -  / Lic M2 - Var M2 - R3 6H - R3 7H,Early,AC,Cordoba,II - 1,-31.491074,-64.020521,,,,,30 Kg Microstar CMB,,Cano,Capristo,,Cordoba 3
Completar,Cruz Alta,SPD,Soybean,R4 4E - R4 4L - R4 5E,Early,AA,Córdoba,II - 4,-32.97932,-62.06582,,,,,30 Kg Microstar CMB,,Perassi,Paz,,Mismo Productor Los Surgentes Maiz
Completar,El Trebol,SPD,Soybean,R4 4E - R4 4L - R4 5E / Var M0-1 - R2 4H - R2 5E -  - R3 4L - R3 5H,Early,AC,Santa Fe,II - 4,-32.27256,-61.60996,,,,,30 Kg Microstar CMB,,Arias,Traggiay,,
Completar,Esperanza,SPD,Soybean, -  - R4 5E /  -  - R2 5E -  -  - R3 5H,Early,AC,Cordoba,II - 4,-31.396469,-60.858751,,,,,30 Kg Microstar CMB,,Arias,Traggiay,,Tinoco en 2025
Completar,Ferré,SPD,Soybean,R4 4E - R4 4L -  / Var M0-1  - R2 4H -  - R3 4E - R3 4L - ,Early,AA,Buenos Aires,II - 6,-34.14541,-61.13984,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,Galvez,SPD,Soybean,R4 4E - R4 4L - R4 5E /  -  - R2 5E -  - R3 4L - R3 5H,Early,AC,Santa Fe,II - 4,-32.07568,-61.21907,,,,,30 Kg Microstar CMB,,Arias,Traggiay,,
Completar,General Villegas,SPD,Soybean,R4 4E -  -  / Var M0-1 - R2 4H -  - R3 4E - R3 4L - ,Early,AA,Buenos Aires,II - 5,-35.15012,-62.84029,,,,,30 Kg Microstar CMB,,Antunes,Peralta Martinez,,
Completar,Gualeguaychu,SPD,Soybean,R4 4L - R4 5E /  -  - R2 5E -  -  - R3 5H,Early,AA,Entre Ríos,II - 8,-33.09274,-58.7842,,,,,30 Kg Microstar CMB,,Vilchez,Bernardi,,
Completar,Hernando,SPD,Soybean, - R4 4L - R4 5E /  -  - R2 5E -  - R3 4L - R3 5H,Early,AC,Cordoba,II - 3,-32.35665,-63.72345,,,,,30 Kg Microstar CMB,,Gomez,Open Rio IV,,
Completar,Jesus Maria,SPD,Soybean, - R4 4L - R4 5E /  -  - R2 5E -  -  - R3 5H,Early,AC,Cordoba,II - 1,-31.18639,-64.04678,,,,,30 Kg Microstar CMB,,Attme,Capristo,,
Completar,Junin,SPD,Soybean,R4 4E - R4 4L -  / Var M0-1 - R2 4H -  - R3 4E - R3 4L - ,Early,AA,Buenos Aires,II - 6,-34.51443,-61.08774,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,La Carlota,SPD,Soybean,R4 4E - R4 4L - R4 5E /  -  - R2 5E -  -  - R3 5H,Early,AA,Córdoba,II - 3,-33.43616,-63.35543,,,,,30 Kg Microstar CMB,,Perassi,Paz,,
Completar,La Cocha / Los Altos,SPD,Soybean, -  -  / Lic M2 - Var M2 - R3 6H - R3 7H,Early,AN,Tucuman,I - 1,-27.750684,-65.50105,,,,,30 Kg Microstar CMB,,Guzman,Aris,,
Completar,Las Breñas,SPD,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Chaco,I - 2,-27.027141,-61.027787,,,,,30 Kg Microstar CMB,,Puntano,Oggero,,New location
Completar,Las Cejas,SPD,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Tucuman,I - 1,-26.960404,-64.746405,,,,,30 Kg Microstar CMB,,Guzman,Aris,,New location
Completar,Marcos Juarez,SPD,Soybean,R4 4E - R4 4L - R4 5E / Var M0-1 - R2 4H -  - R3 4E - R3 4L - ,Early,AA,Córdoba,II - 4,-32.81895,-62.13943,,,,,30 Kg Microstar CMB,,Perassi,Paz,,
Completar,Metan,SPD,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Salta,I - 1,-25.535313,-64.872187,,,,,30 Kg Microstar CMB,,Miranda,Aris,,New location
Completar,Monte Buey,SPD,Soybean,R4 4E - R4 4L - R4 5E / Var M0-1 - R2 4H - R2 5E - R3 4E - R3 4L - ,Early,AA,Córdoba,II - 4,-32.9957,-62.47347,,,,,30 Kg Microstar CMB,,Perassi,Paz,,
Completar,Monte Buey2,SPD,Soybean,R4 4E - R4 4L - R4 5E,Early,AA,Córdoba,II - 4,-32.9957,-62.47347,,,,,30 Kg Microstar CMB,,Perassi,Paz,,New location
Completar,Murphy,SPD,Soybean,R4 4E - R4 4L - R4 5E / Var M0-1 - R2 4H - R2 5E - R3 4E - R3 4L - ,Early,AA,Santa Fe,II - 4,-33.56959,-61.9277,,,,,30 Kg Microstar CMB,,Perassi,Paz,,
Completar,Oncativo,SPD,Soybean, - R4 4L - R4 5E / Var M0-1 - R2 4H - R2 5E -  - R3 4L - R3 5H,Early,AC,Cordoba,II - 1,-31.88399,-63.65295,,,,,30 Kg Microstar CMB,,Gomez,Capristo,,
Completar,Otumpa ,SPD,Soybean, -  -  /  - Var M2 - R3 6H - R3 7H,Early,AN,Santiago del Estero,I - 2,-27.209522,-62.029693,,,,,30 Kg Microstar CMB,,New FTS Jr - Quimili,Oggero,,
Completar,Pampa del Infierno,SPD,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Chaco,I - 2,-26.419925,-61.202893,,,,,30 Kg Microstar CMB,,Puntano,Oggero,,New location
Completar,Pehuajó,SPD,Soybean,R4 4E - R4 4L -  /  -  -  - R3 4E -  - ,Early,AA,Buenos Aires,II - 6,-35.90387,-61.51629,,,,,30 Kg Microstar CMB,,Focke,Peralta Martinez,,
AABY08NPER1T-AABY04NPER1T,Pergamino 1,SPD,Soybean,R4 4E - R4 4L - R4 5E / Var M0-1 - R2 4H - R2 5E - R3 4E - R3 4L - ,Early,AA,Buenos Aires,II - 6,-34.00908,-60.79528,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,Pergamino 2,SPD,Soybean,R4 4E - R4 4L - R4 5E / Var M0-1 -  -  - R3 4E - R3 4L - ,Early,AA,Buenos Aires,II - 6,-34.00908,-60.79528,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,Pergamino Station,SPD,Soybean, -  -  /  -  -  -  -  - ,Early,AA,Buenos Aires,II - 6,-33.858415,-60.659347,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,Pergamino (AA)
Completar,Piquete Cabado ,SPD,Soybean, -  -  /  - Var M2 - R3 6H - R3 7H,Early,AN,Salta,I - 1,-24.806129,-64.094574,,,,,30 Kg Microstar CMB,,Miranda,Aris,,
Completar,Pozo del Molle,SPD,Soybean, - R4 4L - R4 5E /  -  - R2 5E -  -  - R3 5H,Early,AC,Cordoba,II - 2,-32.030586,-62.924365,,,,,30 Kg Microstar CMB,,Gomez,Capristo,,
Completar,Quimili,SPD,Soybean, -  -  /  - Var M2 - R3 6H - R3 7H,Early,AN,Santiago del Estero,I - 2,-27.463119,-61.792584,,,,,30 Kg Microstar CMB,,New FTS Jr - Quimili,Oggero,,
Completar,Ramallo,SPD,Soybean,R4 4L - R4 5E /  -  - R2 5E -  -  - R3 5H,Early,AA,Buenos Aires,II - 4,-33.53749,-60.16693,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,
Completar,Rapelli ,SPD,Soybean, -  -  /  - Var M2 - R3 6H - R3 7H,Early,AN,Santiago del Estero,I - 1,-26.36328,-64.505,,,,,30 Kg Microstar CMB,,Guzman,Aris,,
Completar,Reconquista,Mixed,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Santa Fe,I - 2,-29.009922,-59.737976,,,,,30 Kg Microstar CMB,,Puntano,Oggero,,New location
Completar,Romang,Mixed,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Santa Fe,I - 2,-29.472894,-59.752566,,,,,30 Kg Microstar CMB,,Puntano,Oggero,,New location
Completar,Rosario de Lerma,SPD,Soybean, -  -  /  -  - R3 6H - R3 7H,Early,AN,Salta,I - 1,-24.942086,-65.494556,,,,,30 Kg Microstar CMB,,Miranda,Aris,,New location
Completar,Roversi ,SPD,Soybean, -  -  / Lic M2 - Var M2 - R3 6H - R3 7H,Early,AN,Santiago del Estero,I - 2,-27.736837,-61.929635,,,,,30 Kg Microstar CMB,,New FTS Jr - Quimili,Oggero,,
Completar,Runciman,SPD,Soybean,R4 4E - R4 4L -  / Var M0-1 - R2 4H -  - R3 4E - R3 4L - ,Early,AA,Santa Fe,II - 4,-34.068539,-61.941716,,,,,30 Kg Microstar CMB,,Perassi,Paz,,
Completar,Sacanta,SPD,Soybean, - R4 4L - R4 5E /  -  - R2 5E -  - R3 4L - R3 5H,Early,AC,Cordoba,II - 2,-31.75465,-63.36537,,,,,30 Kg Microstar CMB,,Gomez,Capristo,,
Completar,Sachayoj ,SPD,Soybean, -  -  / Lic M2 - Var M2 - R3 6H - R3 7H,Early,AN,Santiago del Estero,I - 2,-26.67471,-61.963361,,,,,30 Kg Microstar CMB,,Puntano,Oggero,,
Completar,Salto,SPD,Soybean,R4 4E - R4 4L -  / Var M0-1 - R2 4H -  - R3 4E - R3 4L - ,Early,AA,Buenos Aires,II - 6,-34.34286,-60.30349,,,,,30 Kg Microstar CMB,,Romero Cuny,Mazzini,,En Gahan
Completar,Sampacho,SPD,Soybean, -  - R4 5E /  -  -  -  -  - R3 5H,Early,AC,Cordoba,II - 3,-33.36933,-64.70011,,,,,30 Kg Microstar CMB,,Milani,Open Rio IV,,
Completar,Sancti Spiritu,SPD,Soybean,R4 4E -  -  /  - R2 4H -  - R3 4E -  - ,Early,AA,Santa Fe,II - 6,-34.05523,-62.25718,,,,,30 Kg Microstar CMB,,Perassi,Paz,,
Completar,Suardi,SPD,Soybean, -  - R4 5E /  -  -  -  -  - R3 5H,Early,AC,Santa Fe,II - 1,-30.504903,-61.920523,,,,,30 Kg Microstar CMB,,Arias,Traggiay,,Ceres 2025
Completar,Trenque Lauquen,SPD,Soybean,R4 4E - R4 4L -  /  - R2 4H -  - R3 4E -  - ,Early,AA,Buenos Aires,II - 5,-35.85444,-62.8335,,,,,30 Kg Microstar CMB,,Focke,Peralta Martinez,,
Completar,Vicuña Mackena,SPD,Soybean,R4 4E - R4 4L -  / Var M0-1 - R2 4H - R2 5E - R3 4E - R3 4L - ,Early,AC,Cordoba,II - 3,-33.909283,-64.38267,,,,,30 Kg Microstar CMB,,Milani,Open Rio IV,,
Completar,Villa Maria,SPD,Soybean,R4 4E - R4 4L - R4 5E / Var M0-1 - R2 4H - R2 5E -  - R3 4L - R3 5H,Early,AC,Cordoba,II - 4,-32.414319,-63.246552,,,,,30 Kg Microstar CMB,,Gomez,Capristo,,
Completar,Villaguay,SPD,Soybean,R4 4L - R4 5E,Early,AA,Entre Ríos,II - 8,-32.08565,-59.00467,,,,,30 Kg Microstar CMB,,Vilchez,Bernardi,,
Completar,Zavalla/Casilda,SPD,Soybean,R4 4E - R4 4L -  /  Var M0-1  - R2 5E - R3 4E - R3 4L - ,Early,AA,Santa Fe,II - 4,-32.9631,-60.9923,,,,,30 Kg Microstar CMB,,Vilchez,Traggiay,,
Completar,30 de Agosto,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AA,Buenos Aires,Oeste,-36.5043,-62.61253,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Focke,Peralta Martinez,,
Completar,Anguil,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AA,La Pampa,Oeste,-36.63311,-63.87264,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Focke,Peralta Martinez,,Raleo a Densidad 40000 pl/ha
Completar,Balcarce,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AA,Buenos Aires,Sudeste,-37.83381,-57.95486,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,
Completar,Miramar - Infectario Verticillium,Contractor,Sunflower,Infectario verticillium,Early,AA,Buenos Aires,Sudeste,-38.201086,-57.906986,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,Miramar
Completar,Bocayuva,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AA,Buenos Aires,Oeste,-36.22944,-63.05554,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Focke,Peralta Martinez,,
Completar,Bordenave,Contractor,Sunflower,IMPACT 3R,Early,AA,Buenos Aires,Sudeste,-37.41957,-63.1659,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,
ACFY04NCEREN,Ceres,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AC,Santa Fe,NEA,-29.87085,-62.19403,,,09/04/2026,,30 kg Microstar CMB + 60 kg UREA,,Arias,Oggero,,
XLFY04NCHIHN,Chihuahua,Contractor,Sunflower,R3 Bolivia,Early,XL,Bolivia,Bolivia,-17.196517,-62.175131,,,04/04/2026,,Sin Fertilizacion,,Miranda,NA,,
ANFY04NBANDN,Cuatro Bocas,Mixed,Sunflower,IMPACT 3R,Early,AN,Santiago del Estero,NEA,-28.93401,-61.87217,,,,,30 kg Microstar CMB + 60 kg UREA,,New FTS Jr - Quimili,Oggero,,
Completar,Cuero de Zorro,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AA,Buenos Aires,Oeste,-35.75321,-63.14698,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Antunes,Peralta Martinez,,
Completar,Garre,Contractor,Sunflower,IMPACT 3R,Early,AA,Buenos Aires,Oeste,-36.07265,-63.00261,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Focke,Peralta Martinez,,
Completar,General Pico,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AA,La Pampa,Oeste,-35.57697,-63.55558,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Antunes,Peralta Martinez,,
Completar,General Villegas,Contractor,Sunflower,IMPACT 3R,Early,AA,Buenos Aires,Oeste,-34.98708,-62.86372,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Antunes,Peralta Martinez,,
ANFY04NLBREN-ANFY04NLBRDN,Las Breñas,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AN,Chaco,NEA,-27.01034,-61.02176,,,08/07/2026,,30 kg Microstar CMB + 60 kg UREA,,Puntano,Oggero,,
XLFY04NSANDN,Las Conchas,Contractor,Sunflower,R3 Bolivia,Early,XL,Bolivia,Bolivia,-17.364214,-62.535392,,,04/14/2026,,Sin Fertilizacion,,Miranda,NA,,
XLFY04NLTRON,Los Troncos,Contractor,Sunflower,R3 Bolivia,Early,XL,Bolivia,Bolivia,-17.106744,-62.617869,,,04/06/2026,,Sin Fertilizacion,,Miranda,NA,,
Completar,Madariaga,Contractor,Sunflower,IMPACT 3R,Early,AA,Buenos Aires,Sudeste,-37.59179,-58.64668,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,
ANFY04NMFIEN,Meson de Fierro,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AN,Chaco,NEA,-27.43524,-61.05057,,,08/05/2026,,30 kg Microstar CMB + 60 kg UREA,,Puntano,Oggero,,Drop por planchado
Completar,Miramar,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AA,Buenos Aires,Sudeste,-38.14631,-57.94402,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,
Completar,Miramar - Infectario Phomopsis,Contractor,Sunflower,Infectario phomopsis,Early,AA,Buenos Aires,Sudeste,-38.201086,-57.906986,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,Miramar
Completar,Necochea,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AA,Buenos Aires,Sudeste,-38.36324,-58.65538,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,
XLFY04NNU11N,Nucleo 29,Contractor,Sunflower,R3 Bolivia,Early,XL,Bolivia,Bolivia,-16.650972,-62.902811,,,04/24/2026,,Sin Fertilizacion,,Miranda,NA,,
XLFY04NNU53N-XLFY04NN532N,Nucleo 47,Contractor,Sunflower,Orobanche Evaluation,Early,XL,Bolivia,Bolivia,-16.465142,-63.171036,,,04/29/2026,,Sin Fertilizacion,,Miranda,NA,,
Completar,Orense,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AA,Buenos Aires,Sudeste,-38.64373,-59.91578,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,
Completar,Pergamino- Densidad,Mixed,Sunflower,Densidad,Early,AA,Buenos Aires,Nucleo,-34.009098,-60.452519,,,,,,,Romero Cuny,Mazzini,,
ANFY04NRECON,Reconquista,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AN,Santa Fe,NEA,-29.19456,-59.93713,,,09/01/2026,,30 kg Microstar CMB + 60 kg UREA,,Puntano,Oggero,,
ANFY04NBKUPN-ANFY04NBKUDN,Villa Ocampo (BackUp),Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AN,Santa Fe,NEA,-28.490493,-59.348469,,,09/02/2026,,30 kg Microstar CMB + 60 kg UREA,,Puntano,Oggero,,
ANFY04NROMAN-ANFY04NROMDN,Romang,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AN,Santa Fe,NEA,-29.34436,-59.71408,,,09/03/2026,,30 kg Microstar CMB + 60 kg UREA,,Puntano,Oggero,,
ANFY04NSBERN,San Bernardo,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AN,Chaco,NEA,-27.288803,-60.711057,,,08/06/2026,,30 kg Microstar CMB + 60 kg UREA,,Puntano,Oggero,,
XLFY04NMSINN,San Julian,Contractor,Sunflower,R3 Bolivia,Early,XL,Bolivia,Bolivia,-16.889722,-62.661944,,,04/27/2026,,Sin Fertilizacion,,Miranda,NA,,
ACFY04NSJUSN,San Justo,Mixed,Sunflower,IMPACT 3R,Early,AC,Santa Fe,NEA,-30.7777,-60.59055,,,09/06/2026,,30 kg Microstar CMB + 60 kg UREA,,Arias,Oggero,,
Completar,Serrano,Contractor,Sunflower,IMPACT 3R,Early,AC,Córdoba,Oeste,-33.902675,-64.34973,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Milani,Open Rio IV,,
Completar,Tandil,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AA,Buenos Aires,Sudeste,-37.44663,-58.95398,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,
Completar,Trenque Lauquen,Mixed,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AA,Buenos Aires,Oeste,-35.92648,-62.79512,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Focke,Peralta Martinez,,
Completar,Tres Arroyos,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R,Early,AA,Buenos Aires,Sudeste,-38.09632,-60.21547,,,,,30 kg/Ha Microstar CMB + 100 Kg/Ha UREA,,Cantero,Sarlangue,,Raleo a Densidad 40000 pl/ha
ANFY04NTISLN-ANFY04NTISDN,Tres Isletas,SPD,Sunflower,ONE GCA; R1; R2; R3; IMPACT 3R; Dens,Early,AN,Chaco,NEA,-26.22589,-60.62126,,,08/25/2026,,30 kg Microstar CMB + 60 kg UREA,,Puntano,Oggero,,
ACFY04NRAFAN,Rafaela,SPD,Sunflower,IMPACT 3R,Early,AC,Santa Fe,Centro,-31.146384,-61.415785,,,09/05/2026,,30 kg Microstar CMB + 60 kg UREA,,Arias,Traggiay,,Ex Gonzalez Moreno
ACFY04NSFRAN,San Francisco,SPD,Sunflower,IMPACT 3R,Early,AC,Córdoba,Centro,-30.861169,-61.813652,,,,,30 kg Microstar CMB + 60 kg UREA,,Arias,Traggiay,,Ex Trebolares
NA,La Virginia TCD,SPD-TCD,Soybean - Regulated,NA,Early,AN,Tucuman,NOA,-26.807168,-64.834319,,,,,Completar,,NA,NA,,
NA,La Cocha TCD,SPD-TCD,Soybean - Regulated,NA,Early,AN,Tucuman,NOA,-27.902094,-65.56336,,,,,Completar,,NA,NA,,
NA,Cejolao TCD,SPD-TCD,Soybean - Regulated,NA,Early,AN,Santiago Del Estero,NEA,-27.494722,-62.306404,,,,,Completar,,NA,NA,,
NA,Vilelas TCD,SPD-TCD,Soybean - Regulated,NA,Early,AN,Santiago Del Estero,NEA,-27.881306,-62.568477,,,,,Completar,,NA,NA,,
NA,La Paloma TCD (ex Gancedo),SPD-TCD,Soybean - Regulated,NA,Early,AN,Chaco,NEA,-27.602041,-61.746403,,,,,Completar,,NA,NA,,
NA,Colonia Videla TCD,SPD-TCD,Soybean - Regulated,NA,Early,AC,Córdoba,II - 2,-31.886166,-63.509429,,,,,Completar,,NA,NA,,
NA,Cordoba TCD (Campo Escuela),SPD-TCD,Soybean - Regulated,NA,Early,AC,Córdoba,II - 2,-31.485772,-64.005261,,,,,Completar,,NA,NA,,
NA,General Cabrera TCD,SPD-TCD,Soybean - Regulated,NA,Early,AC,Córdoba,II - 3,-32.805053,-63.913925,,,,,Completar,,NA,NA,,
